Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Foraging,457,,0.429687045,,,,,,,,,,,,,,,
Foraging,557,,0.41986875100000004,,,,,,,,,,,,,,,
Foraging,656,,0.410514757,,,,,,,,,,,,,,,
Foraging,756,,0.40157617799999995,,,,,,,,,,,,,,,
Foraging,855,,0.393004145,,,,,,,,,,,,,,,
Foraging,955,,0.384750139,,,,,,,,,,,,,,,
Foraging,1054,,0.37670873200000005,,,,,,,,,,,,,,,
Foraging,1154,,0.367698126,,,,,,,,,,,,,,,
Foraging,1253,,0.35563761899999996,,,,,,,,,,,,,,,
Foraging,1353,,0.33857608100000003,,,,,,,,,,,,,,,
Foraging,1452,,0.314887514,,,,,,,,,,,,,,,
Foraging,1552,,0.283644154,,,,,,,,,,,,,,,
Foraging,1651,,0.246608274,,,,,,,,,,,,,,,
Foraging,1751,,0.207582412,,,,,,,,,,,,,,,
Foraging,1850,,0.170334087,,,,,,,,,,,,,,,
Foraging Common,-8000,5.373831776,,,,,,,,,,,,,,,,
Foraging Common,-6000,8.411214953,,,,,,,,,,,,,,,,
Foraging Common,-4000,10.74766355,,,,,,,,,,,,,,,,
Foraging Common,-2000,11.68224299,,,,,,,,,,,,,,,,
Foraging Common,-1000,11.91588785,,,,,,,,,,,,,,,,
Foraging Common,0,10.51401869,,,,,,,,,,,,,,,,
Foraging Common,1000,11.21495327,,,,,,,,,,,,,,,,
Foraging Common,1550,9.112149533,,,,,,,,,,,,,,,,
Foraging Common,1800,9.813084112,,,,,,,,,,,,,,,,
Foraging Common,1900,11.21495327,,,,,,,,,,,,,,,,
Foraging Widespread,-8000,16.78200692,,,,,,,,,,,,,,,,
Foraging Widespread,-6000,15.22491349,,,,,,,,,,,,,,,,
Foraging Widespread,-4000,13.66782007,,,,,,,,,,,,,,,,
Foraging Widespread,-2000,10.89965398,,,,,,,,,,,,,,,,
Foraging Widespread,-1000,9.342560554,,,,,,,,,,,,,,,,
Foraging Widespread,0,8.823529412000001,,,,,,,,,,,,,,,,
Foraging Widespread,1000,7.439446367,,,,,,,,,,,,,,,,
Foraging Widespread,1550,7.785467128,,,,,,,,,,,,,,,,
Foraging Widespread,1800,6.055363322000001,,,,,,,,,,,,,,,,
Foraging Widespread,1900,3.979238754,,,,,,,,,,,,,,,,
France,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
France,-6000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
France,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
France,-2000,,,Minimal,Common,Common,Widespread,Absent,,,,,,,,,,
France,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
France,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
France,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
France,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
France,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
France,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Gabon,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gabon,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gabon,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gabon,-2000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Gabon,-1000,,,Common,Common,None,Minimal,Absent,,,,,,,,,,
Gabon,0,,,Common,Widespread,Minimal,Minimal,Present,-8000.0,1900.0,-1000.0,1900.0,1550.0,1900.0,1000.0,1900.0,0.0,1900.0
Gabon,1000,,,Common,Widespread,Common,Minimal,Present,,,,,,,,,,
Gabon,1500,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Gabon,1750,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Gabon,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Gambia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gambia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gambia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gambia,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gambia,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Gambia,0,,,Common,Widespread,Minimal,Widespread,Absent,-8000.0,1900.0,0.0,1900.0,0.0,1900.0,1000.0,1900.0,1550.0,1900.0
Gambia,1000,,,Common,Widespread,Common,Widespread,Split,,,,,,,,,,
Gambia,1500,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Gambia,1750,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Gambia,1850,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Georgia,-8000,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Georgia,-6000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Georgia,-4000,,,Common,Common,Minimal,Common,Absent,,,,,,,,,,
Georgia,-2000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Georgia,-1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Georgia,0,,,Common,Common,Common,Widespread,Present,-8000.0,1000.0,-6000.0,1000.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Georgia,1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
Georgia,1500,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Georgia,1750,,,Minimal,Minimal,Common,Widespread,Present,,,,,,,,,,
Georgia,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Germany,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Germany,-6000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Germany,-4000,,,Common,Widespread,Common,Common,Absent,,,,,,,,,,
Germany,-2000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Germany,-1000,,,Minimal,Widespread,Widespread,Widespread,Absent,,,,,,,,,,
Germany,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-4000.0,1550.0,-4000.0,1900.0,-4000.0,1900.0,0.0,1900.0
Germany,1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Germany,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Germany,1750,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Germany,1850,,,Minimal,Minimal,Widespread,Widespread,Present,,,,,,,,,,
Ghana,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Ghana,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Ghana,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Ghana,-2000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Ghana,-1000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Ghana,0,,,Widespread,Common,None,Minimal,Present,-8000.0,1900.0,0.0,1000.0,1000.0,1900.0,1000.0,1900.0,0.0,1900.0
Ghana,1000,,,Common,Common,Common,Common,Present,,,,,,,,,,
Ghana,1500,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Ghana,1750,,,Common,Minimal,Common,Common,Present,,,,,,,,,,
Ghana,1850,,,Common,Minimal,Widespread,Common,Present,,,,,,,,,,
Greece,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Greece,-6000,,,Common,Common,None,Common,Absent,,,,,,,,,,
Greece,-4000,,,Common,Common,Minimal,Widespread,Absent,,,,,,,,,,
Greece,-2000,,,Minimal,Common,Common,Widespread,Present,,,,,,,,,,
Greece,-1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Greece,0,,,Minimal,Widespread,Widespread,Widespread,Present,-8000.0,-4000.0,-6000.0,1900.0,-6000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0
Greece,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Greece,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Greece,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Greece,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Greenland,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Greenland,-6000,,,None,None,None,None,Absent,,,,,,,,,,
Greenland,-4000,,,None,None,None,None,Absent,,,,,,,,,,
Greenland,-2000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Greenland,-1000,,,Common,None,None,None,Absent,,,,,,,,,,
Greenland,0,,,Common,None,None,None,Absent,,,,,,,,,,
Greenland,1000,,,Common,None,Minimal,Common,Absent,,,,,,,,,,
Greenland,1500,,,Common,None,None,None,Absent,,,,,,,,,,
Greenland,1750,,,Common,None,None,Minimal,Absent,,,,,,,,,,
Greenland,1850,,,Common,None,Minimal,Minimal,Absent,,,,,,,,,,
Grenada,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Grenada,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Grenada,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Grenada,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Grenada,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Grenada,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Grenada,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Grenada,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Grenada,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Grenada,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Guinea,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea,0,,,Widespread,Widespread,None,None,Absent,,,,,,,,,,
Guinea,1000,,,Widespread,Common,Common,None,Present,,,,,,,,,,
Guinea,1500,,,Widespread,Minimal,Widespread,None,Present,,,,,,,,,,
Guinea,1750,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Guinea,1850,,,Widespread,Common,Widespread,None,Present,,,,,,,,,,
Guinea-Bissau,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea-Bissau,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea-Bissau,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea-Bissau,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea-Bissau,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Guinea-Bissau,0,,,Common,Widespread,Minimal,Widespread,Absent,-8000.0,1900.0,0.0,1900.0,0.0,1900.0,1000.0,1900.0,1550.0,1900.0
Guinea-Bissau,1000,,,Common,Widespread,Common,Widespread,Split,,,,,,,,,,
Guinea-Bissau,1500,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Guinea-Bissau,1750,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Guinea-Bissau,1850,,,Common,Common,Widespread,Widespread,Present,,,,,,,,,,
Guyana,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Guyana,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Guyana,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Guyana,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Guyana,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Guyana,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Guyana,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Guyana,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Guyana,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Guyana,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Haiti,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Haiti,-6000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Haiti,-4000,,,Minimal,None,None,None,Absent,,,,,,,,,,
Haiti,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Haiti,-1000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Haiti,0,,,Widespread,Common,None,None,Absent,-2000.0,1900.0,0.0,1900.0,1900.0,1900.0,1800.0,1900.0,1800.0,1900.0
Haiti,1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Haiti,1500,,,Widespread,Common,Minimal,None,Absent,,,,,,,,,,
Haiti,1750,,,Common,Common,Widespread,Minimal,Present,,,,,,,,,,
Haiti,1850,,,Common,Common,Widespread,Common,Present,,,,,,,,,,
Honduras,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Honduras,-6000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Honduras,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Honduras,-2000,,,Common,Common,None,None,Absent,,,,,,,,,,
Honduras,-1000,,,Widespread,Common,None,None,Absent,,,,,,,,,,
Honduras,0,,,Widespread,Widespread,Minimal,None,Absent,-8000.0,1900.0,-2000.0,1900.0,1800.0,1900.0,1000.0,1900.0,1000.0,1900.0
Honduras,1000,,,Widespread,Widespread,Common,None,Present,,,,,,,,,,
Honduras,1500,,,Widespread,Widespread,Minimal,None,Present,,,,,,,,,,
Honduras,1750,,,Widespread,Widespread,Common,Common,Present,,,,,,,,,,
Honduras,1850,,,Common,Widespread,Widespread,Common,Present,,,,,,,,,,
Hungary,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Hungary,-6000,,,Widespread,Common,None,Common,Absent,,,,,,,,,,
Hungary,-4000,,,Widespread,Widespread,None,Widespread,Absent,,,,,,,,,,
Hungary,-2000,,,Common,Widespread,None,Widespread,Absent,,,,,,,,,,
Hungary,-1000,,,Minimal,Widespread,None,Widespread,Absent,,,,,,,,,,
Hungary,0,,,Minimal,Widespread,None,Widespread,Split,-8000.0,-2000.0,-6000.0,1900.0,-6000.0,1900.0,1800.0,1900.0,1550.0,1900.0
Hungary,1000,,,Minimal,Widespread,None,Common,Split,,,,,,,,,,
Hungary,1500,,,Minimal,Widespread,Minimal,Widespread,Present,,,,,,,,,,
Hungary,1750,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Hungary,1850,,,Minimal,Widespread,Common,Widespread,Present,,,,,,,,,,
Iceland,-8000,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,-6000,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,-4000,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,-2000,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,-1000,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,0,,,None,None,None,None,Absent,,,,,,,,,,
Iceland,1000,,,Common,Minimal,Common,Widespread,Absent,,,,,,,,,,
Iceland,1500,,,Widespread,Minimal,Common,Widespread,Absent,,,,,,,,,,
Iceland,1750,,,Common,Minimal,Common,Widespread,Absent,,,,,,,,,,
Iceland,1850,,,Common,Minimal,Common,Widespread,Present,,,,,,,,,,
India,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
India,-6000,,,Widespread,Minimal,None,Common,Absent,,,,,,,,,,
India,-4000,,,Common,Common,Common,Widespread,Absent,,,,,,,,,,
India,-2000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
India,-1000,,,Common,Common,Common,Widespread,Present,,,,,,,,,,
India,0,,,Common,Common,Widespread,Widespread,Present,-8000.0,1000.0,-4000.0,1900.0,-6000.0,1900.0,-4000.0,1900.0,-2000.0,1900.0
India,1000,,,Common,Widespread,Widespread,Widespread,Present,,,,,,,,,,
India,1500,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
India,1750,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
India,1850,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Indonesia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Indonesia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Indonesia,-4000,,,Widespread,Minimal,None,None,Absent,,,,,,,,,,
Indonesia,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Indonesia,-1000,,,Common,Common,None,None,Absent,,,,,,,,,,
Indonesia,0,,,Minimal,Widespread,Minimal,None,Absent,,,,,,,,,,
Indonesia,1000,,,Minimal,Common,Common,None,Present,,,,,,,,,,
Indonesia,1500,,,Minimal,Minimal,Widespread,None,Present,,,,,,,,,,
Indonesia,1750,,,None,Minimal,Widespread,None,Present,,,,,,,,,,
Indonesia,1850,,,None,Minimal,Widespread,None,Present,,,,,,,,,,
Intensive Agriculture,-8000,,0.000401628,,,,,,,,,,,,,,,
Intensive Agriculture,-7901,,0.00045105,,,,,,,,,,,,,,,
Intensive Agriculture,-7801,,0.00050655,,,,,,,,,,,,,,,
Intensive Agriculture,-7702,,0.000568875,,,,,,,,,,,,,,,
Intensive Agriculture,-7602,,0.0006388640000000001,,,,,,,,,,,,,,,
Intensive Agriculture,-7503,,0.000717457,,,,,,,,,,,,,,,
Intensive Agriculture,-7403,,0.0008057110000000001,,,,,,,,,,,,,,,
Intensive Agriculture,-7304,,0.000904811,,,,,,,,,,,,,,,
Intensive Agriculture,-7204,,0.001016088,,,,,,,,,,,,,,,
Intensive Agriculture,-7105,,0.001141035,,,,,,,,,,,,,,,
Intensive Agriculture,-7005,,0.0012813260000000002,,,,,,,,,,,,,,,
Intensive Agriculture,-6906,,0.001438842,,,,,,,,,,,,,,,
Intensive Agriculture,-6806,,0.00161569,,,,,,,,,,,,,,,
Intensive Agriculture,-6707,,0.0018142339999999999,,,,,,,,,,,,,,,
Intensive Agriculture,-6607,,0.002037127,,,,,,,,,,,,,,,
Intensive Agriculture,-6508,,0.002287341,,,,,,,,,,,,,,,
Intensive Agriculture,-6408,,0.00256821,,,,,,,,,,,,,,,
Intensive Agriculture,-6309,,0.0028834670000000002,,,,,,,,,,,,,,,
Intensive Agriculture,-6209,,0.003237298,,,,,,,,,,,,,,,
Intensive Agriculture,-6110,,0.0036343879999999997,,,,,,,,,,,,,,,
Intensive Agriculture,-6010,,0.004079988,,,,,,,,,,,,,,,
Intensive Agriculture,-5911,,0.004579969000000001,,,,,,,,,,,,,,,
Intensive Agriculture,-5811,,0.005140904,,,,,,,,,,,,,,,
Intensive Agriculture,-5712,,0.005770142,,,,,,,,,,,,,,,
Intensive Agriculture,-5612,,0.006475896,,,,,,,,,,,,,,,
Intensive Agriculture,-5513,,0.007267341,,,,,,,,,,,,,,,
Intensive Agriculture,-5413,,0.008154716999999999,,,,,,,,,,,,,,,
Intensive Agriculture,-5314,,0.009149448000000001,,,,,,,,,,,,,,,
Intensive Agriculture,-5214,,0.010264262,,,,,,,,,,,,,,,
Intensive Agriculture,-5115,,0.011513333,,,,,,,,,,,,,,,
Intensive Agriculture,-5015,,0.012912421,,,,,,,,,,,,,,,
Intensive Agriculture,-4916,,0.014479033999999998,,,,,,,,,,,,,,,
Intensive Agriculture,-4816,,0.016232593,,,,,,,,,,,,,,,
Intensive Agriculture,-4717,,0.018194604,,,,,,,,,,,,,,,
Intensive Agriculture,-4617,,0.020388846000000002,,,,,,,,,,,,,,,
Intensive Agriculture,-4518,,0.022841552999999997,,,,,,,,,,,,,,,
Intensive Agriculture,-4418,,0.025581608,,,,,,,,,,,,,,,
Intensive Agriculture,-4319,,0.028640722,,,,,,,,,,,,,,,
Intensive Agriculture,-4219,,0.03205362,,,,,,,,,,,,,,,
Intensive Agriculture,-4120,,0.035858192000000004,,,,,,,,,,,,,,,
Intensive Agriculture,-4020,,0.040095639,,,,,,,,,,,,,,,
Intensive Agriculture,-3921,,0.04481056,,,,,,,,,,,,,,,
Intensive Agriculture,-3821,,0.050051007,,,,,,,,,,,,,,,
Intensive Agriculture,-3722,,0.055868462,,,,,,,,,,,,,,,
Intensive Agriculture,-3622,,0.062317724000000005,,,,,,,,,,,,,,,
Intensive Agriculture,-3523,,0.069456697,,,,,,,,,,,,,,,
Intensive Agriculture,-3423,,0.07734603400000001,,,,,,,,,,,,,,,
Intensive Agriculture,-3324,,0.086048626,,,,,,,,,,,,,,,
Intensive Agriculture,-3224,,0.09562890199999999,,,,,,,,,,,,,,,
Intensive Agriculture,-3125,,0.10615192,,,,,,,,,,,,,,,
Intensive Agriculture,-3025,,0.117682211,,,,,,,,,,,,,,,
Intensive Agriculture,-2926,,0.130282381,,,,,,,,,,,,,,,
Intensive Agriculture,-2826,,0.144011446,,,,,,,,,,,,,,,
Intensive Agriculture,-2727,,0.158922904,,,,,,,,,,,,,,,
Intensive Agriculture,-2627,,0.175062579,,,,,,,,,,,,,,,
Intensive Agriculture,-2528,,0.19246626600000002,,,,,,,,,,,,,,,
Intensive Agriculture,-2428,,0.21115725600000002,,,,,,,,,,,,,,,
Intensive Agriculture,-2329,,0.231143829,,,,,,,,,,,,,,,
Intensive Agriculture,-2229,,0.252416844,,,,,,,,,,,,,,,
Intensive Agriculture,-2130,,0.274947559,,,,,,,,,,,,,,,
Intensive Agriculture,-2030,,0.29868586399999997,,,,,,,,,,,,,,,
Intensive Agriculture,-1931,,0.32355907,,,,,,,,,,,,,,,
Intensive Agriculture,-1831,,0.349471443,,,,,,,,,,,,,,,
Intensive Agriculture,-1732,,0.376304581,,,,,,,,,,,,,,,
Intensive Agriculture,-1632,,0.40391876200000004,,,,,,,,,,,,,,,
Intensive Agriculture,-1533,,0.43215526,,,,,,,,,,,,,,,
Intensive Agriculture,-1433,,0.460839605,,,,,,,,,,,,,,,
Intensive Agriculture,-1334,,0.489785673,,,,,,,,,,,,,,,
Intensive Agriculture,-1234,,0.518800395,,,,,,,,,,,,,,,
Intensive Agriculture,-1135,,0.54768887,,,,,,,,,,,,,,,
Intensive Agriculture,-1035,,0.576259564,,,,,,,,,,,,,,,
Intensive Agriculture,-936,,0.604329337,,,,,,,,,,,,,,,
Intensive Agriculture,-836,,0.631727991,,,,,,,,,,,,,,,
Intensive Agriculture,-737,,0.658302127,,,,,,,,,,,,,,,
Intensive Agriculture,-637,,0.6839181390000001,,,,,,,,,,,,,,,
Intensive Agriculture,-538,,0.7084642409999999,,,,,,,,,,,,,,,
Intensive Agriculture,-438,,0.731851523,,,,,,,,,,,,,,,
Intensive Agriculture,-339,,0.754014069,,,,,,,,,,,,,,,
Intensive Agriculture,-239,,0.774908248,,,,,,,,,,,,,,,
Intensive Agriculture,-140,,0.794511328,,,,,,,,,,,,,,,
Intensive Agriculture,-40,,0.812819567,,,,,,,,,,,,,,,
Intensive Agriculture,59,,0.8298459490000001,,,,,,,,,,,,,,,
Intensive Agriculture,159,,0.845617728,,,,,,,,,,,,,,,
Intensive Agriculture,258,,0.860173925,,,,,,,,,,,,,,,
Intensive Agriculture,358,,0.873562872,,,,,,,,,,,,,,,
Intensive Agriculture,457,,0.885839919,,,,,,,,,,,,,,,
Intensive Agriculture,557,,0.89706533,,,,,,,,,,,,,,,
Intensive Agriculture,656,,0.907302446,,,,,,,,,,,,,,,
Intensive Agriculture,756,,0.9166160879999999,,,,,,,,,,,,,,,
Intensive Agriculture,855,,0.925071236,,,,,,,,,,,,,,,
Intensive Agriculture,955,,0.9327319470000001,,,,,,,,,,,,,,,
Intensive Agriculture,1054,,0.939660515,,,,,,,,,,,,,,,
Intensive Agriculture,1154,,0.945916823,,,,,,,,,,,,,,,
Intensive Agriculture,1253,,0.9515578859999999,,,,,,,,,,,,,,,
Intensive Agriculture,1353,,0.956637539,,,,,,,,,,,,,,,
Intensive Agriculture,1452,,0.961206254,,,,,,,,,,,,,,,
Intensive Agriculture,1552,,0.965311059,,,,,,,,,,,,,,,
Intensive Agriculture,1651,,0.968995541,,,,,,,,,,,,,,,
Intensive Agriculture,1751,,0.9722999059999999,,,,,,,,,,,,,,,
